,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_1,DISTANCE_ROAD,DISTANCE_TIME
0,182,182,Children's Hospital at Dartmouth-Hitchcock,33,40.788802000000004,-74.46522399999999,Saint Barnabas Medical Center,40.76218715,-74.3036489,13.95670578,0,0
