,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,15,15,The University of Vermont Children's Hospital,50,44.480709999999995,-73.19685,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000001,271.1022173,305230.52900000016,172
