,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_1,DISTANCE_ROAD,DISTANCE_TIME
0,12,12,Children's of Mississippi,28,32.32881,-90.17562,St. Dominic - Jackson Memorial Hospital,32.33292,-90.16537,1.067270706,1521.582,6
