,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME
0,45,45,MUSC Children's Hospital,45,32.785675,-79.946686,Trident Medical Center,32.97663,-80.07336,24.2692399,26435.314000000002,33
1,109,109,Prisma Health Children's Hospital-Upstate,45,34.821472,-82.41376,Mission Hospital,35.58034,-82.54991899999999,85.10016021,96410.03300000008,108
