,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME
0,14,14,Children's Hospital Colorado,8,39.740765,-104.83503,Swedish Medical Center,39.65396,-104.98116999999999,15.81134849,20885.04100000001,68
