,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME
0,65,65,Children's Hospital of Nevada,32,36.15894,-115.16743000000001,Desert Regional Medical Center,33.83835,-116.54484,286.504937,341367.57299999986,163
1,144,144,Renown Children's Hospital,32,39.523884,-119.79471000000001,Mercy San Juan Medical Center,38.6707,-121.31383999999998,161.98902890000002,205360.2589999999,167
