,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_2,DISTANCE_ROAD,DISTANCE_TIME
0,199,199,The Barbara Bush Children's Hospital at Maine Medical Center,23,43.652256,-70.27507,Lahey Hospital & Medical Center,42.48512,-71.20485,150.1551253,163701.038,124
