,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_1,DISTANCE_ROAD,DISTANCE_TIME
0,118,118,Yale-New Haven Children's Hospital,9,41.304390000000005,-72.934555,Yale New Haven Hospital (York St. Campus),41.30429,-72.93515,0.05105211,0,0
1,168,168,Connecticut Children's Medical Center,9,41.75501,-72.68265500000001,Hartford Hospital,41.75437,-72.67905,0.308132727,288.615,2
