,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,118,118,Yale-New Haven Children's Hospital,9,41.304390000000005,-72.934555,Hartford Hospital,41.75437,-72.67905,54.335734499999994,56089.316000000006,71
1,168,168,Connecticut Children's Medical Center,9,41.75501,-72.68265500000001,UMass Memorial Medical Center â€“ University Campus,42.27625,-71.76208000000001,95.73959495,102452.518,105
