,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,176,176,Montana Childrens Medical Center,30,48.215458,-114.3249,St. Luke's Regional Medical Ceter - Boise,43.612338,-116.191892,531.6980342,753483.4739999999,345
