,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,182,182,Children's Hospital at Dartmouth-Hitchcock,33,40.788802000000004,-74.46522399999999,St. Joseph's Regional Medical Center,40.902719,-74.165087,28.29621079,0,0
