,index,GEOID,Hospital,State,ORIG_LAT,ORIG_LONG,ThrombCenter,DEST_LAT,DEST_LONG,AERIAL_3,DISTANCE_ROAD,DISTANCE_TIME
0,95,95,Kentucky Children's Hospital,21,38.03282,-84.50683599999999,University of Louisville Medical Center,38.248187,-85.744585,111.1079905,118827.57599999999,102
1,173,173,Norton Children's Hospital,21,38.247966999999996,-85.74880999999999,Baptist Health Lexington,38.01849,-84.51236,111.355051,120046.246,101
